FieldID,Date,pH,Moisture,Temperature,EC,Nitrogen,Phosphorus,Potassium,OrganicMatter,Rainfall,Cluster,SoilQuality
F02,2025-06-07,4.2,43.77,23.988333333333333,4.5,14.990833333333336,0.0,20.27520833333333,2.39875,926.88,1,low
F02,2025-05-20,4.2,42.60958333333333,23.033125,4.5,0.0,0.0,0.0,2.36,0.0,1,low
F02,2025-06-22,4.2,38.6825,24.438125,4.5,7.445625,0.0,7.634374999999999,2.42,0.0,1,low
F02,2025-07-07,4.2,23.33791666666667,25.23333333333333,4.5,139.015625,0.0,164.754375,2.45,0.0,0,high
F02,2025-04-28,6.370625,23.1225,22.215208333333333,1.5933958333333331,78.416875,19.714791666666667,117.66145833333331,2.32,0.0,0,high
F02,2025-05-24,4.2,43.142500000000005,23.226041666666664,4.5,0.0,0.0,0.0,2.37,0.0,1,low
F02,2025-06-06,4.2,38.52125,23.725625,4.5,14.704166666666666,0.0,20.056041666666665,2.39,0.0,1,low
F02,2025-07-02,4.2,32.719375,24.97791666666667,4.5,81.751875,0.0,96.09979166666666,2.44,108.48,0,high
F02,2025-05-08,4.2,38.94979166666666,22.691041666666667,4.22575,0.0,0.0,0.03625,2.34,0.0,1,low
F02,2025-06-11,4.2,44.92250000000001,24.047291666666663,4.5,13.17375,0.0,15.902708333333337,2.4,2091.84,1,low
F02,2025-07-18,4.2,35.33291666666667,25.642291666666665,4.5,199.68479166666668,0.0,200.0,2.47,0.0,0,high
F02,2025-06-02,4.2,44.88208333333333,23.611041666666665,4.5,0.0,0.0,0.0,2.39,834.24,1,low
F02,2025-06-23,4.2,36.981875,24.422916666666666,4.5,17.66,0.0,17.718958333333333,2.4252083333333334,0.0,1,low
F02,2025-07-23,4.2,33.31541666666667,25.936041666666668,4.5,200.0,0.0,200.0,2.48,0.0,0,high
F02,2025-05-10,4.2,42.931875,22.63291666666667,4.4518125,0.0,0.0,0.0,2.3410416666666665,0.0,1,low
F02,2025-05-02,4.2,44.81145833333333,22.180833333333336,4.5,21.270208333333333,0.0,54.68479166666666,2.33,256.32,1,low
F02,2025-05-16,4.2,43.569375,22.784791666666667,4.410354166666667,0.0,0.0,0.0,2.356666666666667,0.0,1,low
F02,2025-05-26,4.2,39.821875,23.25270833333333,4.5,0.0,0.0,0.0,2.37,0.0,1,low
F02,2025-06-16,4.2,40.4675,24.153958333333332,4.5,19.30625,0.0,20.641666666666666,2.41,0.0,1,low
F02,2025-06-29,4.2,36.806875,24.76395833333333,4.5,42.36979166666666,0.0,48.819375,2.44,0.0,1,low
F02,2025-07-10,4.2,16.914791666666666,25.4025,4.5,169.09166666666667,0.0,198.941875,2.46,0.0,0,high
F02,2025-07-06,4.200208333333333,25.64979166666667,25.09375,4.5,128.24958333333333,0.0,151.79375000000002,2.45,0.0,0,high
F02,2025-07-13,4.2,15.524583333333332,25.308958333333333,4.5,191.4175,0.0,200.0,2.46,0.0,0,high
F02,2025-05-28,4.2,35.74375,23.27916666666667,4.5,0.0,0.0,0.0,2.38,0.0,1,low
F02,2025-05-31,4.2,43.33229166666666,23.473125,4.5,0.0,0.0,0.0,2.38,0.0,1,low
F02,2025-05-09,4.2,44.67645833333333,22.575625,4.5,0.0,0.0,0.0,2.34,2424.0,1,low
F02,2025-07-03,4.2,31.954166666666666,25.00208333333333,4.5,93.15770833333332,0.0,109.95645833333332,2.44,0.0,0,high
F02,2025-07-04,4.2,30.11791666666667,24.939791666666665,4.5,105.34166666666664,0.0,124.383125,2.44625,0.0,0,high
F02,2025-05-29,4.2,34.60375,23.279791666666668,4.5,0.0,0.0,0.0,2.38,0.0,1,low
F02,2025-07-12,4.2,17.837291666666665,25.450625,4.5,182.73416666666665,0.0,200.0,2.46,0.0,0,high
F02,2025-05-07,4.2,40.90208333333333,22.36583333333333,4.324916666666667,0.0,0.0,0.0316666666666666,2.34,0.0,1,low
F02,2025-07-05,4.2,27.75333333333333,24.95125,4.5,117.02708333333334,0.0,138.311875,2.45,0.0,0,high
F02,2025-05-03,4.2,42.92583333333334,22.283541666666665,4.480166666666666,18.11916666666667,0.0,50.26125,2.33,0.0,1,low
F02,2025-06-09,4.2,44.82958333333334,23.763125,4.5,20.29895833333333,0.0,24.31395833333333,2.4,586.5600000000001,1,low
F02,2025-06-14,4.2,44.96645833333333,24.143541666666668,4.5,3.20375,0.0,4.795625,2.41,419.04,1,low
F02,2025-05-14,4.2,39.599375,22.671875,4.225104166666667,0.0,0.0,0.0,2.35,0.0,1,low
F02,2025-06-12,4.2,42.709375,24.046458333333334,4.5,3.435208333333333,0.0,5.534791666666667,2.404166666666667,0.0,1,low
F02,2025-06-01,4.2,42.19916666666666,23.63895833333333,4.5,0.0,0.0,0.0,2.383125,0.0,1,low
F02,2025-05-05,4.2,44.90375,22.36083333333333,4.5,2.945625,0.0,23.1225,2.335625,2330.4,1,low
F02,2025-07-15,4.2,11.487916666666663,25.38,4.5,200.0,0.0,200.0,2.4672916666666667,0.0,0,high
F02,2025-05-25,4.2,41.92166666666667,23.28270833333333,4.5,0.0,0.0,0.0,2.37,0.0,1,low
F02,2025-05-17,4.2,41.89125,22.886458333333334,4.253791666666666,0.0,0.0,0.0,2.36,0.0,1,low
F02,2025-07-21,4.2,38.58083333333334,25.84520833333333,4.5,200.0,0.0,200.0,2.48,0.0,0,high
F02,2025-05-23,4.2,44.99895833333333,23.175625,4.5,0.0,0.0,0.0,2.37,680.16,1,low
F02,2025-06-20,4.2,42.83270833333333,24.28895833333333,4.5,0.0,0.0,0.0,2.42,0.0,1,low
