FieldID,Date,pH,Moisture,Temperature,EC,Nitrogen,Phosphorus,Potassium,OrganicMatter,Rainfall,Cluster,SoilQuality
F03,2025-06-07,4.2,43.428125,23.776041666666668,4.5,0.0,0.0,1.2108333333333332,3.5400000000000005,926.88,1,low
F03,2025-05-20,4.2,43.11833333333333,22.94395833333333,4.499979166666667,0.0,0.0,0.0,3.51,0.0,1,low
F03,2025-06-22,4.2,38.529375,24.483541666666667,4.5,0.0,0.0,0.0,3.57,0.0,1,low
F03,2025-07-07,4.2,27.58520833333333,25.13958333333333,4.5,36.77604166666666,0.0,155.81270833333335,3.6,0.0,0,high
F03,2025-04-28,6.779583333333334,27.918125,22.000625,0.7332291666666667,108.12333333333332,34.38770833333333,166.98791666666668,3.47,0.0,0,high
F03,2025-05-24,4.2,42.8825,23.277708333333333,4.5,0.0,0.0,0.0,3.52,0.0,1,low
F03,2025-06-06,4.2,38.056666666666665,23.830625,4.5,0.0,0.0,1.7085416666666668,3.5400000000000005,0.0,1,low
F03,2025-07-02,4.2,35.923541666666665,24.985416666666666,4.5,0.0,0.0,74.58541666666666,3.59,108.48,1,low
F03,2025-05-08,4.2,40.35875,22.44020833333333,4.1000625,0.0,0.0,33.53479166666667,3.49,0.0,1,low
F03,2025-06-11,4.2,44.97104166666667,23.84958333333333,4.5,0.0,0.0,0.7870833333333334,3.5499999999999994,2091.84,1,low
F03,2025-07-18,4.2,40.681875,25.58145833333333,4.5,97.66020833333332,0.0,200.0,3.62,0.0,0,high
F03,2025-06-02,4.2,44.78583333333333,23.53020833333333,4.5,0.0,0.0,0.0,3.53,834.24,1,low
F03,2025-06-23,4.2,36.52791666666666,24.504583333333333,4.5,0.0,0.0,0.0,3.57,0.0,1,low
F03,2025-07-23,4.2,37.05791666666666,25.8075,4.5,125.65333333333332,0.0,200.0,3.625625,0.0,0,high
F03,2025-05-10,4.2,43.201458333333335,22.441458333333333,4.45325,0.0,0.0,0.0,3.49,0.0,1,low
F03,2025-05-02,4.2,44.49541666666667,22.27479166666667,4.5,46.3775,0.0,97.34375,3.479791666666667,256.32,1,low
F03,2025-05-16,4.2,43.064166666666665,23.00979166666667,4.440375,0.0,0.0,0.0,3.5,0.0,1,low
F03,2025-05-26,4.2,39.57958333333333,23.331666666666667,4.499875,0.0,0.0,0.0,3.52,0.0,1,low
F03,2025-06-16,4.2,40.970416666666665,24.339375,4.5,0.0,0.0,0.0,3.56,0.0,1,low
F03,2025-06-29,4.2,39.594791666666666,24.842916666666667,4.5,0.0,0.0,18.23875,3.58,0.0,1,low
F03,2025-07-10,4.2,22.922083333333333,25.082291666666663,4.5,65.75395833333333,0.0,197.09916666666663,3.6,0.0,0,high
