FieldID,Date,pH,Moisture,Temperature,EC,Nitrogen,Phosphorus,Potassium,OrganicMatter,Rainfall,Cluster,SoilQuality
F04,2025-04-28,6.375,24.386666666666667,21.94875,1.2709166666666667,78.48041666666667,19.641875,117.72625,2.29,0.0,0,high
F04,2025-04-29,5.172916666666667,29.883958333333336,21.911875,4.047875,67.9775,11.466458333333334,105.73854166666666,2.29,750.72,0,high
F04,2025-04-30,4.2,42.892291666666665,22.182708333333334,4.5,49.17041666666666,0.3697916666666667,85.61395833333334,2.29,897.1200000000001,1,low
F04,2025-05-01,4.2,44.99729166666666,22.185000000000002,4.5,31.465625,0.0,66.66458333333334,2.29,711.36,1,low
F04,2025-05-02,4.2,44.80145833333333,22.29375,4.5,21.088541666666668,0.0,54.81125,2.29,256.32,1,low
F04,2025-05-03,4.2,42.98354166666667,22.131874999999997,4.450645833333334,17.894791666666666,0.0,50.297291666666666,2.2991666666666664,0.0,1,low
F04,2025-05-04,4.2,40.75479166666667,22.18041666666667,4.392083333333333,17.04375,0.0,48.279374999999995,2.3,0.0,1,low
F04,2025-05-05,4.2,44.861250000000005,22.258125000000003,4.5,2.7708333333333335,0.0,22.855,2.3,2330.3999999999996,1,low
F04,2025-05-06,4.2,43.266041666666666,22.348541666666666,4.376833333333333,0.0,0.0,0.0,2.3,0.0,1,low
F04,2025-05-07,4.2,41.24604166666666,22.207916666666666,4.150291666666667,0.0,0.0,0.0,2.3,0.0,1,low
F04,2025-05-08,4.2,39.91708333333333,22.4425,4.029791666666667,0.0,0.0,0.0,2.3068750000000002,0.0,1,low
F04,2025-05-09,4.2,44.86208333333334,22.44333333333333,4.5,0.0,0.0,0.0,2.31,2424.0,1,low
F04,2025-05-10,4.2,42.921458333333334,22.49354166666667,4.4225625,0.0,0.0,0.0,2.31,0.0,1,low
F04,2025-05-11,4.2,44.97333333333333,22.515208333333334,4.5,0.0,0.0,0.0,2.31,1709.28,1,low
F04,2025-05-12,4.2,42.83645833333333,22.63416666666667,4.397270833333333,0.0,0.0,0.0,2.31,0.0,1,low
F04,2025-05-13,4.2,40.35458333333333,22.560625,4.3221875,0.0,0.0,0.0,2.314583333333333,0.0,1,low
F04,2025-05-14,4.2,38.25666666666667,22.805833333333336,4.269583333333333,0.0,0.0,0.0,2.32,0.0,1,low
F04,2025-05-15,4.2,43.3025,22.799374999999998,4.4995,0.0,0.0,0.0,2.32,968.1600000000001,1,low
F04,2025-05-16,4.2,43.08354166666667,22.723125,4.477916666666666,0.0,0.0,0.0,2.32,0.0,1,low
F04,2025-05-17,4.2,41.44,23.047291666666666,4.414541666666667,0.0,0.0,0.0,2.32,0.0,1,low
F04,2025-05-18,4.2,44.199375,22.922083333333333,4.5,0.0,0.0,0.0,2.3222916666666666,625.4399999999999,1,low
F04,2025-05-19,4.2,45.0,23.199375,4.5,0.0,0.0,0.0,2.33,2034.72,1,low
F04,2025-05-20,4.2,43.48895833333333,23.045208333333335,4.5,0.0,0.0,0.0,2.33,0.0,1,low
F04,2025-05-21,4.2,41.92854166666667,22.907291666666666,4.5,0.0,0.0,0.0,2.33,0.0,1,low
F04,2025-05-22,4.2,44.87958333333333,23.210624999999997,4.5,0.0,0.0,0.0,2.33,1812.0,1,low
F04,2025-05-23,4.2,44.998333333333335,23.182916666666667,4.5,0.0,0.0,0.0,2.33,680.16,1,low
F04,2025-05-24,4.2,42.668958333333336,23.163749999999997,4.5,0.0,0.0,0.0,2.34,0.0,1,low
F04,2025-05-25,4.2,40.34041666666666,23.225416666666664,4.499937500000001,0.0,0.0,0.0,2.34,0.0,1,low
F04,2025-05-26,4.2,38.474375,23.139375,4.5,0.0,0.0,0.0,2.34,0.0,1,low
F04,2025-05-27,4.2,36.57458333333333,23.286875,4.5,0.0,0.0,0.0,2.34,0.0,1,low
F04,2025-05-28,4.2,35.04354166666666,23.499375,4.5,0.0,0.0,0.0,2.34,0.0,1,low
F04,2025-05-29,4.2,32.887499999999996,23.359583333333333,4.5,0.0,0.0,0.0,2.3477083333333333,0.0,1,low
F04,2025-05-30,4.2,41.04208333333333,23.49875,4.5,0.0,0.0,0.0,2.35,1133.28,1,low
F04,2025-05-31,4.2,43.03020833333333,23.563333333333333,4.5,0.0,0.0,0.0,2.35,0.0,1,low
F04,2025-06-01,4.2,41.204166666666666,23.437916666666666,4.499958333333333,0.0,0.0,0.0,2.35,0.0,1,low
F04,2025-06-02,4.2,44.301874999999995,23.600624999999997,4.5,0.0,0.0,0.0,2.35,834.24,1,low
F04,2025-06-03,4.2,43.089375,23.6575,4.5,0.0,0.0,0.0,2.3554166666666667,0.0,1,low
F04,2025-06-04,4.2,41.827083333333334,23.737291666666668,4.499979166666667,0.0,0.0,0.0,2.36,0.0,1,low
F04,2025-06-05,4.2,40.0325,23.512708333333332,4.5,0.0,0.0,0.0,2.36,0.0,1,low
F04,2025-06-06,4.2,37.91645833333333,23.703541666666666,4.5,0.0,0.0,0.0,2.36,0.0,1,low
F04,2025-06-07,4.2,43.44166666666666,23.866666666666664,4.5,0.0,0.0,0.0,2.36,926.8799999999999,1,low
F04,2025-06-08,4.2,42.824999999999996,23.747083333333336,4.5,0.0,0.0,0.0,2.3631249999999997,0.0,1,low
F04,2025-06-09,4.2,44.786458333333336,23.831041666666668,4.5,0.0,0.0,0.0,2.37,586.5600000000001,1,low
F04,2025-06-10,4.2,42.77979166666666,23.827708333333334,4.5,0.0,0.0,0.15354166666666666,2.37,0.0,1,low
F04,2025-06-11,4.2,44.948125000000005,24.030416666666667,4.5,0.0,0.0,0.021666666666666667,2.37,2091.84,1,low
F04,2025-06-12,4.2,42.72625,24.091250000000002,4.499916666666667,0.0,0.0,0.0,2.37,0.0,1,low
F04,2025-06-13,4.2,44.859375,24.021666666666665,4.5,0.0,0.0,0.0,2.3708333333333336,840.0,1,low
F04,2025-06-14,4.2,44.951249999999995,24.020833333333332,4.5,0.0,0.0,0.0,2.38,419.04,1,low
F04,2025-06-15,4.2,42.62791666666667,24.023750000000003,4.5,0.0,0.0,0.0,2.38,0.0,1,low
F04,2025-06-16,4.2,40.468333333333334,24.230416666666667,4.5,0.0,0.0,0.0,2.38,0.0,1,low
F04,2025-06-17,4.2,44.76833333333334,24.281875,4.5,0.0,0.0,0.0,2.38,2156.16,1,low
F04,2025-06-18,4.2,45.0,24.171666666666667,4.5,0.0,0.0,0.0,2.38,1319.04,1,low
F04,2025-06-19,4.2,44.95770833333333,24.357916666666668,4.5,0.0,0.0,0.0,2.388541666666667,359.04,1,low
F04,2025-06-20,4.2,43.07125,24.397499999999997,4.5,0.0,0.0,0.0,2.39,0.0,1,low
F04,2025-06-21,4.2,41.05708333333333,24.368125000000003,4.5,0.0,0.0,0.0,2.39,0.0,1,low
F04,2025-06-22,4.2,38.871249999999996,24.447083333333335,4.5,0.0,0.0,0.0,2.39,0.0,1,low
F04,2025-06-23,4.2,36.27333333333333,24.703333333333333,4.5,0.0,0.0,0.0,2.39,0.0,1,low
F04,2025-06-24,4.2,33.901875,24.44125,4.5,0.0,0.0,0.0,2.3964583333333334,0.0,1,low
F04,2025-06-25,4.2,43.856249999999996,24.580833333333334,4.5,0.0,0.0,0.0,2.4,2412.0,1,low
F04,2025-06-26,4.2,43.25375,24.723333333333333,4.5,0.0,0.0,0.0,2.4,0.0,1,low
F04,2025-06-27,4.2,41.94875,24.66125,4.5,0.0,0.0,0.0,2.4,0.0,1,low
F04,2025-06-28,4.2,40.30625,24.69125,4.5,0.0,0.0,1.5552083333333335,2.4,0.0,1,low
F04,2025-06-29,4.2,38.18145833333333,24.845625,4.5,0.0,0.0,18.340208333333333,2.404166666666667,0.0,1,low
F04,2025-06-30,4.2,35.869791666666664,24.734375,4.5,0.0,0.0,38.611041666666665,2.41,0.0,1,low
F04,2025-07-01,4.2,33.77395833333333,24.94458333333333,4.5,0.0,0.0,58.09312499999999,2.41,0.0,1,low
F04,2025-07-02,4.2,33.07416666666666,25.015416666666667,4.5,0.0,0.0,75.401875,2.41,108.47999999999999,1,low
F04,2025-07-03,4.2,32.478541666666665,24.98125,4.5,0.0,0.0,92.258125,2.41,0.0,1,low
F04,2025-07-04,4.2,30.222291666666667,24.920208333333335,4.5,0.0,0.0,109.78166666666668,2.411875,0.0,1,low
F04,2025-07-05,4.2,27.790833333333335,25.174583333333334,4.5,0.0,0.0,126.55354166666666,2.42,0.0,0,high
F04,2025-07-06,4.2,26.503125,24.970625,4.5,0.43416666666666665,0.0,142.661875,2.42,0.0,0,high
F04,2025-07-07,4.2,25.545833333333334,25.166875,4.5,7.9972916666666665,0.0,157.84916666666666,2.42,0.0,0,high
F04,2025-07-08,4.2,24.233541666666667,25.159166666666668,4.5,17.753125,0.0,172.85791666666668,2.42,0.0,0,high
F04,2025-07-09,4.2,21.521666666666665,25.230416666666667,4.5,27.061666666666667,0.0,187.16604166666664,2.42,0.0,0,high
F04,2025-07-10,4.2,18.642083333333332,25.189791666666665,4.5,35.993125,0.0,198.77833333333334,2.4295833333333334,0.0,0,high
F04,2025-07-11,4.2,18.280625,25.424791666666668,4.5,42.53958333333333,0.0,200.0,2.43,230.39999999999998,0,high
F04,2025-07-12,4.2,18.990624999999998,25.222291666666667,4.5,48.859791666666666,0.0,200.0,2.43,0.0,0,high
F04,2025-07-13,4.2,16.941875,25.329166666666666,4.5,57.12395833333333,0.0,200.0,2.43,0.0,0,high
F04,2025-07-14,4.2,14.808750000000002,25.298541666666665,4.5,64.89708333333333,0.0,200.0,2.43,0.0,0,high
F04,2025-07-15,4.2,12.799791666666666,25.285,4.5,72.63895833333333,0.0,200.0,2.4372916666666664,0.0,0,high
F04,2025-07-16,4.2,10.224583333333333,25.54625,4.5,80.01395833333333,0.0,200.0,2.44,0.0,0,high
F04,2025-07-17,4.2,23.218541666666667,25.499375,4.5,72.2675,0.0,200.0,2.44,1479.84,0,high
F04,2025-07-18,4.2,35.418124999999996,25.490624999999998,4.5,65.359375,0.0,200.0,2.44,0.0,0,high
F04,2025-07-19,4.2,38.76541666666667,25.719583333333333,4.5,68.03291666666667,0.0,200.0,2.44,501.59999999999997,0,high
F04,2025-07-20,4.2,41.87708333333333,25.79479166666667,4.5,70.87520833333333,0.0,200.0,2.445,0.0,0,high
F04,2025-07-21,4.2,39.763333333333335,25.898958333333336,4.5,78.32625,0.0,200.0,2.45,0.0,0,high
F04,2025-07-22,4.2,37.61125,25.783125,4.5,85.61770833333333,0.0,200.0,2.45,0.0,0,high
F04,2025-07-23,4.2,34.813541666666666,25.945625000000003,4.5,92.49916666666667,1.0208333333333333,200.0,2.45,0.0,0,high
F04,2025-07-24,4.2,32.87708333333333,25.771041666666665,4.5,99.03666666666668,6.161874999999999,200.0,2.45,0.0,0,high
F04,2025-07-25,4.2,31.384583333333335,26.10354166666667,4.5,105.49458333333332,11.792916666666665,200.0,2.4527083333333333,0.0,0,high
F04,2025-07-26,4.2,29.855,25.918541666666666,4.5,111.55,16.913125,200.0,2.46,0.0,0,high
