FieldID,Date,pH,Moisture,Temperature,EC,Nitrogen,Phosphorus,Potassium,OrganicMatter,Rainfall,Cluster,SoilQuality
F03,2025-04-28,6.779583333333334,27.918125,22.000625,0.7332291666666667,108.12333333333333,34.38770833333333,166.98791666666668,3.47,0.0,0,high
F03,2025-04-29,5.551041666666666,33.33208333333334,21.991249999999997,3.898145833333333,96.53791666666666,25.508958333333336,153.23895833333333,3.47,750.72,0,high
F03,2025-04-30,4.202916666666667,44.4,22.13875,4.5,76.57104166666666,8.302708333333333,131.27541666666667,3.47,897.1200000000001,1,low
F03,2025-05-01,4.2,44.99916666666667,22.157291666666666,4.5,57.87854166666667,0.0,110.78395833333333,3.47,711.36,1,low
F03,2025-05-02,4.2,44.49541666666667,22.27479166666667,4.5,46.3775,0.0,97.34375,3.479791666666667,256.32,1,low
F03,2025-05-03,4.2,43.303125,22.33583333333333,4.432104166666667,42.2025,0.0,91.11500000000001,3.48,0.0,1,low
F03,2025-05-04,4.2,41.24708333333333,22.122291666666666,4.282125,40.569375,0.0,87.655625,3.48,0.0,1,low
F03,2025-05-05,4.2,44.84916666666667,22.397916666666664,4.5,16.11104166666667,0.0,60.907916666666665,3.48,2330.3999999999996,1,low
F03,2025-05-06,4.2,43.03895833333333,22.31125,4.437229166666667,0.0,0.0,36.381458333333335,3.48,0.0,1,low
F03,2025-05-07,4.2,42.044583333333335,22.431875,4.254875,0.0,0.0,35.016041666666666,3.4847916666666667,0.0,1,low
F03,2025-05-08,4.2,40.35875,22.44020833333333,4.1000625,0.0,0.0,33.53479166666667,3.49,0.0,1,low
F03,2025-05-09,4.2,44.81125,22.5475,4.5,0.0,0.0,10.59,3.49,2424.0,1,low
F03,2025-05-10,4.2,43.201458333333335,22.441458333333333,4.45325,0.0,0.0,0.0,3.49,0.0,1,low
F03,2025-05-11,4.2,44.983958333333334,22.615416666666665,4.5,0.0,0.0,0.0,3.49,1709.28,1,low
F03,2025-05-12,4.2,43.463750000000005,22.561458333333334,4.422854166666666,0.0,0.0,0.0,3.49,0.0,1,low
F03,2025-05-13,4.2,42.045208333333335,22.704791666666665,4.285166666666666,0.0,0.0,0.0,3.499791666666667,0.0,1,low
F03,2025-05-14,4.2,40.352291666666666,22.69541666666667,4.175541666666667,0.0,0.0,0.0,3.5,0.0,1,low
F03,2025-05-15,4.2,44.51645833333333,22.66208333333333,4.498541666666667,0.0,0.0,0.0,3.5,968.1600000000001,1,low
F03,2025-05-16,4.2,43.064166666666665,23.00979166666667,4.440375,0.0,0.0,0.0,3.5,0.0,1,low
F03,2025-05-17,4.2,41.420208333333335,22.78708333333333,4.3562916666666665,0.0,0.0,0.0,3.5,0.0,1,low
F03,2025-05-18,4.2,44.49104166666667,22.831458333333334,4.5,0.0,0.0,0.0,3.5050000000000003,625.4399999999999,1,low
F03,2025-05-19,4.2,45.0,22.920833333333334,4.5,0.0,0.0,0.0,3.51,2034.72,1,low
F03,2025-05-20,4.2,43.11833333333333,22.94395833333333,4.499979166666667,0.0,0.0,0.0,3.51,0.0,1,low
F03,2025-05-21,4.2,41.939791666666665,23.155,4.5,0.0,0.0,0.0,3.51,0.0,1,low
F03,2025-05-22,4.2,44.905833333333334,23.140208333333334,4.5,0.0,0.0,0.0,3.51,1812.0,1,low
F03,2025-05-23,4.2,45.0,23.345416666666665,4.5,0.0,0.0,0.0,3.51,680.16,1,low
F03,2025-05-24,4.2,42.8825,23.277708333333333,4.5,0.0,0.0,0.0,3.52,0.0,1,low
F03,2025-05-25,4.2,41.34625,23.36375,4.499854166666666,0.0,0.0,0.0,3.52,0.0,1,low
F03,2025-05-26,4.2,39.57958333333333,23.331666666666667,4.499875,0.0,0.0,0.0,3.52,0.0,1,low
F03,2025-05-27,4.2,37.893125,23.190833333333334,4.5,0.0,0.0,0.0,3.52,0.0,1,low
F03,2025-05-28,4.2,36.20458333333333,23.290000000000003,4.5,0.0,0.0,0.0,3.52,0.0,1,low
F03,2025-05-29,4.2,34.391041666666666,23.55458333333333,4.499958333333333,0.0,0.0,0.0,3.525,0.0,1,low
F03,2025-05-30,4.2,41.51979166666667,23.356458333333332,4.5,0.0,0.0,0.0,3.53,1133.28,1,low
F03,2025-05-31,4.2,42.909166666666664,23.40416666666667,4.5,0.0,0.0,0.0,3.53,0.0,1,low
F03,2025-06-01,4.2,41.71208333333333,23.391875,4.499937500000001,0.0,0.0,0.0,3.53,0.0,1,low
F03,2025-06-02,4.2,44.78583333333333,23.530208333333334,4.5,0.0,0.0,0.0,3.53,834.24,1,low
F03,2025-06-03,4.2,43.08041666666667,23.6375,4.5,0.0,0.0,0.0,3.530208333333333,0.0,1,low
F03,2025-06-04,4.2,41.35791666666667,23.619375,4.5,0.0,0.0,0.0,3.5400000000000005,0.0,1,low
F03,2025-06-05,4.2,39.244375,23.666458333333335,4.5,0.0,0.0,0.0,3.5400000000000005,0.0,1,low
F03,2025-06-06,4.2,38.056666666666665,23.830624999999998,4.5,0.0,0.0,1.7085416666666668,3.5400000000000005,0.0,1,low
F03,2025-06-07,4.2,43.428125,23.776041666666668,4.5,0.0,0.0,1.2108333333333332,3.5400000000000005,926.8799999999999,1,low
F03,2025-06-08,4.2,42.87833333333333,23.820625000000003,4.5,0.0,0.0,0.6224999999999999,3.5400000000000005,0.0,1,low
F03,2025-06-09,4.2,44.809583333333336,23.827291666666667,4.5,0.0,0.0,1.3779166666666667,3.545208333333333,586.5600000000001,1,low
F03,2025-06-10,4.2,43.0975,23.826666666666668,4.5,0.0,0.0,3.7691666666666666,3.5499999999999994,0.0,1,low
F03,2025-06-11,4.2,44.97104166666667,23.84958333333333,4.5,0.0,0.0,0.7870833333333334,3.5499999999999994,2091.84,1,low
F03,2025-06-12,4.2,42.92625,24.107708333333335,4.499875,0.0,0.0,0.0,3.5499999999999994,0.0,1,low
F03,2025-06-13,4.2,44.93875,24.078541666666666,4.5,0.0,0.0,0.0,3.5499999999999994,840.0,1,low
F03,2025-06-14,4.2,44.86333333333334,24.266458333333333,4.5,0.0,0.0,0.0,3.5502083333333334,419.04,1,low
F03,2025-06-15,4.2,42.83416666666667,24.307916666666667,4.499833333333333,0.0,0.0,0.0,3.56,0.0,1,low
F03,2025-06-16,4.2,40.970416666666665,24.339375,4.5,0.0,0.0,0.0,3.56,0.0,1,low
F03,2025-06-17,4.2,44.864374999999995,24.310625,4.5,0.0,0.0,0.0,3.56,2156.16,1,low
F03,2025-06-18,4.2,45.0,24.385,4.5,0.0,0.0,0.0,3.56,1319.04,1,low
F03,2025-06-19,4.2,44.9625,24.348958333333332,4.5,0.0,0.0,0.0,3.56,359.04,1,low
F03,2025-06-20,4.2,42.833958333333335,24.295208333333335,4.5,0.0,0.0,0.0,3.565208333333333,0.0,1,low
F03,2025-06-21,4.2,40.776666666666664,24.394375,4.5,0.0,0.0,0.0,3.57,0.0,1,low
F03,2025-06-22,4.2,38.529375,24.483541666666667,4.5,0.0,0.0,0.0,3.57,0.0,1,low
F03,2025-06-23,4.2,36.52791666666666,24.504583333333333,4.5,0.0,0.0,0.0,3.57,0.0,1,low
F03,2025-06-24,4.2,34.65541666666667,24.696458333333336,4.5,0.0,0.0,0.0,3.57,0.0,1,low
F03,2025-06-25,4.2,43.96979166666667,24.68625,4.5,0.0,0.0,0.0,3.5704166666666666,2412.0,1,low
F03,2025-06-26,4.2,42.64354166666667,24.730208333333334,4.5,0.0,0.0,0.0,3.58,0.0,1,low
F03,2025-06-27,4.2,41.37645833333333,24.724791666666665,4.5,0.0,0.0,0.0,3.58,0.0,1,low
F03,2025-06-28,4.2,40.486875,24.669375000000002,4.5,0.0,0.0,1.5635416666666666,3.58,0.0,1,low
F03,2025-06-29,4.2,39.594791666666666,24.842916666666667,4.5,0.0,0.0,18.23875,3.58,0.0,1,low
F03,2025-06-30,4.2,38.21791666666667,24.78895833333333,4.5,0.0,0.0,38.04125,3.58,0.0,1,low
F03,2025-07-01,4.2,36.505625,24.97520833333333,4.5,0.0,0.0,57.17250000000001,3.5854166666666667,0.0,1,low
F03,2025-07-02,4.2,35.923541666666665,24.985416666666666,4.5,0.0,0.0,74.58541666666666,3.59,108.47999999999999,1,low
F03,2025-07-03,4.2,36.00875,24.735833333333332,4.5,0.0,0.0,91.35125,3.59,0.0,1,low
F03,2025-07-04,4.2,34.692708333333336,25.068541666666665,4.5,4.0408333333333335,0.0,108.320625,3.59,0.0,1,low
F03,2025-07-05,4.2,32.56520833333333,25.213125,4.5,15.282499999999999,0.0,124.65729166666667,3.59,0.0,0,high
F03,2025-07-06,4.2,29.9175,25.123125,4.5,26.280625,0.0,140.42666666666668,3.5904166666666666,0.0,0,high
F03,2025-07-07,4.2,27.58520833333333,25.139583333333334,4.5,36.776041666666664,0.0,155.81270833333335,3.6,0.0,0,high
F03,2025-07-08,4.2,25.776041666666668,25.080833333333334,4.5,46.73895833333333,0.0,170.333125,3.6,0.0,0,high
F03,2025-07-09,4.2,24.065416666666668,25.14770833333333,4.5,56.42979166666667,0.0,184.26895833333333,3.6,0.0,0,high
F03,2025-07-10,4.2,22.922083333333333,25.082291666666666,4.5,65.75395833333333,0.0,197.09916666666666,3.6,0.0,0,high
F03,2025-07-11,4.2,22.972708333333333,25.421458333333334,4.5,72.68145833333334,0.0,200.0,3.6,230.39999999999998,0,high
F03,2025-07-12,4.2,22.487708333333334,25.290208333333336,4.5,79.29625,0.0,200.0,3.605625,0.0,0,high
F03,2025-07-13,4.2,19.739583333333332,25.354583333333334,4.5,87.85666666666667,0.0,200.0,3.61,0.0,0,high
F03,2025-07-14,4.2,18.185,25.325833333333335,4.5,96.18166666666667,0.0,200.0,3.61,0.0,0,high
F03,2025-07-15,4.2,16.841666666666665,25.466875,4.5,104.35812499999999,0.0,200.0,3.61,0.0,0,high
F03,2025-07-16,4.2,14.805208333333333,25.604375,4.5,111.99729166666667,0.0,200.0,3.61,0.0,0,high
F03,2025-07-17,4.2,28.275000000000002,25.747500000000002,4.5,104.38625,0.0,200.0,3.610625,1479.84,0,high
F03,2025-07-18,4.2,40.681875,25.581458333333334,4.5,97.66020833333333,0.0,200.0,3.6199999999999997,0.0,0,high
F03,2025-07-19,4.2,43.02041666666667,25.766458333333333,4.5,100.54395833333332,0.0,200.0,3.6199999999999997,501.59999999999997,0,high
F03,2025-07-20,4.2,42.963750000000005,25.683333333333334,4.5,103.68083333333334,0.0,200.0,3.6199999999999997,0.0,0,high
F03,2025-07-21,4.2,40.77833333333333,25.72729166666667,4.5,111.38395833333334,0.0,200.0,3.6199999999999997,0.0,0,high
F03,2025-07-22,4.2,39.31125,25.884375000000002,4.5,118.52520833333334,0.0,200.0,3.6199999999999997,0.0,0,high
F03,2025-07-23,4.2,37.057916666666664,25.8075,4.5,125.65333333333332,0.0,200.0,3.625625,0.0,0,high
F03,2025-07-24,4.2,35.414375,25.855,4.5,132.42270833333333,0.0,200.0,3.6300000000000003,0.0,0,high
F03,2025-07-25,4.2,33.13625,25.901666666666667,4.5,138.87541666666667,0.0,200.0,3.6300000000000003,0.0,0,high
F03,2025-07-26,4.2,30.17770833333333,26.045625,4.5,145.09708333333333,0.0,200.0,3.6300000000000003,0.0,0,high
