FieldID,Date,pH,Moisture,Temperature,EC,Nitrogen,Phosphorus,Potassium,OrganicMatter,Rainfall,Cluster,SoilQuality
F01,2025-06-07,4.2,43.255833333333335,23.620833333333334,4.5,0.0,0.0,61.603541666666665,3.22,926.88,1,low
F01,2025-05-20,4.2,42.984791666666666,23.10020833333333,4.5,0.0,0.0,0.0,3.2099999999999995,0.0,1,low
F01,2025-06-22,4.2,38.967083333333335,24.421875,4.5,0.0,0.0,55.912708333333335,3.23,0.0,1,low
F01,2025-07-07,4.2,20.738541666666663,25.011041666666667,4.5,36.443333333333335,0.0,200.0,3.24,0.0,0,high
F01,2025-04-28,6.732083333333333,27.70895833333333,22.06583333333333,0.7616666666666667,107.97333333333334,34.424166666666665,166.91145833333334,3.2000000000000006,0.0,0,high
F01,2025-05-24,4.2,43.27770833333333,23.069791666666664,4.5,0.0,0.0,0.0,3.2099999999999995,0.0,1,low
F01,2025-06-06,4.2,37.46729166666667,23.550833333333333,4.5,0.0,0.0,60.870000000000005,3.22,0.0,1,low
F01,2025-07-02,4.2,31.11708333333333,25.01083333333333,4.5,0.0,0.0,161.97583333333333,3.24,108.48,0,high
F01,2025-05-08,4.2,38.25833333333333,22.364166666666662,4.1040625,0.0,0.0,33.036875,3.2000000000000006,0.0,1,low
F01,2025-06-11,4.2,44.99208333333333,24.03270833333333,4.5,0.0,0.0,59.83208333333334,3.2225,2091.84,1,low
F01,2025-07-18,4.2,32.551875,25.6125,4.5,104.67979166666667,0.6429166666666667,200.0,3.25,0.0,0,high
F01,2025-06-02,4.2,44.06958333333333,23.474791666666665,4.5,0.0,0.0,24.359166666666667,3.22,834.24,1,low
F01,2025-06-23,4.2,37.27291666666667,24.478125,4.5,0.0,0.0,66.348125,3.23,0.0,1,low
F01,2025-07-23,4.2,34.139375,25.849166666666665,4.5,135.360625,21.530833333333334,200.0,3.25,0.0,0,high
F01,2025-05-10,4.2,43.270625,22.473125,4.451375,0.0,0.0,0.0,3.2000000000000006,0.0,1,low
F01,2025-05-02,4.2,44.62770833333334,22.16,4.5,46.475,0.0,96.64166666666668,3.2000000000000006,256.32,1,low
F01,2025-05-16,4.2,42.647083333333335,22.765625,4.424833333333333,0.0,0.0,0.0,3.2099999999999995,0.0,1,low
F01,2025-05-26,4.2,39.45166666666667,23.27,4.5,0.0,0.0,0.0,3.2102083333333336,0.0,1,low
F01,2025-06-16,4.2,40.34729166666667,24.012083333333333,4.5,0.0,0.0,67.10958333333333,3.23,0.0,1,low
F01,2025-06-29,4.2,37.205,24.82375,4.5,0.0,0.0,106.335,3.24,0.0,1,low
F01,2025-07-10,4.2,14.092916666666667,25.27541666666667,4.5,68.0825,0.0,200.0,3.24,0.0,0,high
F01,2025-07-06,4.2,23.16,24.8725,4.5,24.9675,0.0,200.0,3.24,0.0,0,high
F01,2025-07-13,4.2,11.970625,25.28125,4.5,91.82166666666666,0.015,200.0,3.246875,0.0,0,high
F01,2025-05-28,4.2,36.739583333333336,23.316875,4.5,0.0,0.0,0.0202083333333333,3.22,0.0,1,low
F01,2025-05-31,4.2,42.575625,23.520625,4.5,0.0,0.0,8.976041666666667,3.22,0.0,1,low
F01,2025-05-09,4.2,44.539791666666666,22.461875000000003,4.5,0.0,0.0,10.286458333333334,3.2000000000000006,2424.0,1,low
F01,2025-07-03,4.2,29.341458333333332,24.912291666666665,4.5,0.0,0.0,178.428125,3.24,0.0,0,high
F01,2025-07-04,4.2,27.69729166666667,24.925833333333333,4.5,2.037916666666667,0.0,194.90416666666667,3.24,0.0,0,high
F01,2025-05-29,4.2,35.118541666666665,23.295416666666668,4.5,0.0,0.0,6.980416666666667,3.22,0.0,1,low
F01,2025-07-12,4.2,13.746666666666668,25.46104166666667,4.5,82.81375,0.0,200.0,3.24,0.0,0,high
F01,2025-05-07,4.2,40.9225,22.534166666666668,4.2608958333333335,0.0,0.0,34.35208333333333,3.2000000000000006,0.0,1,low
F01,2025-07-05,4.2,25.712083333333336,25.218958333333333,4.5,13.310208333333334,0.0,200.0,3.24,0.0,0,high
F01,2025-05-03,4.2,43.370625,22.235416666666666,4.428708333333334,42.25958333333333,0.0,90.44416666666666,3.2000000000000006,0.0,1,low
F01,2025-06-09,4.2,44.89729166666667,23.83125,4.5,0.0,0.0,66.886875,3.22,586.5600000000001,1,low
F01,2025-06-14,4.2,44.939375000000005,24.264375,4.5,0.0,0.0,50.48583333333334,3.23,419.04,1,low
